rating,review
5,"HEROES is a gem! The food is incredible—full of flavor and perfectly cooked. The service? Absolutely top-notch, with friendly and attentive staff who make sure you have everything you need. The sheesha selection is vast and smooth, making for a fantastic experience. Highly recommend for great food, amazing service, and a chill atmosphere!"
1,"I recently visited heroesss and unfortunately, I left extremely disappointed. The service was incredibly slow, despite not being busy. It took over 20 minutes just for someone to take our drink orders, and even longer to get our food. The staff seemed uninterested, and we had to flag down a server multiple times for simple requests like water refills. The food arrived cold, and when we mentioned it, no one seemed concerned or offered any solution.

Overall, the lack of attention and poor customer service made what could have been an enjoyable meal very frustrating. I won’t be returning anytime soon."
3,Food has improved. Service is good. Just the ambience is too flashy to eyes. That constant led floating on the ceiling gives me headache and makes me leave the place soon.
5,"Heroesss is a superhero themed lounge located in Chembur. Its a big place on the 4th floor. The main theme of this place is the Superhero theme, which is very subtle almost visible to the unbenknownst.

I was here on a weekday for dinner and was quite surprised to find the place almost occupied. So currently they have a special IPL screening, well WPL but then they will be screening the IPL as well, along with some amazing offers on drinks as well.

The ambience is subtle yet enough to be pleasant, its quite lit during the day due to natural light and dimly lit during the night with disco lights flickering everywhere. It really is a good place to just sit and chill with friends and family.

We tried a couple of mocktails and in food we had a few starters and some main course. The drinks were good, syrup based but enjoyable nonetheless. The food was super delicious as well. All in all it was a fine evening with good food and drinks!"
5,"Heroesss
This is the perfect place to go if you want to party and relax.  Heroesss has you covered with different types and flavors of hookah and much more, overall, I highly recommend it to anyone looking for delicious food and a relaxing atmosphere.  Whether you're in the mood for a fancy dinner or a drink with friends, this restaurant and bar has something for everyone.  If you are a beer lover then this place is a must visit.  They have a variety of fresh craft beers to try.  Must try their beer.  They have a very beautiful atmosphere inside with loud music and amazing lights.  Light and music create the whole atmosphere inside.  I would say this is the party place in Ghatkopar.  Apart from being the best place to party, they also offer some delicious food options.  So here are some of the ingredients I tried and I recommend them all,

Sheesha
• Special Blueberry Zaffran Sheesha

Craft  Beer
• Amberale
• Dark Lagar

Mocktail
• Watermelon Licchi Punch
• Spicy Mojito

Stator
• Panner Satay With Peanuts Sause
•  Jalpeno Cheese Poppers

Pizza
• Torpedo Pizza

Main Course
• Ms Marvel Exotic Veg Dugler

The staff here are very courteous and friendly.  They were taking all safety and precautions.  Trust me, you will never regret visiting this place.  They have too many to list and everything is so unique!
Service is very fast.  I really enjoyed my meal and had a great experience .Looking forward to visiting again soon
Our table attendant Deepak & Imran  recommended the food to our taste.

🔴The ratings are as follows🔴
🏬Environment 5/5
👨‍🍳Service: 5/5
🥘 Food: 5/5
💸 Value for money 5/5"
5,Nice food and nice cozy ac area
5,Best place to eat at night. If you wanna enjoy cricket with food and drinks must visit this place 👍
4,Landmark place. Very popular among youngsters. Serves good quality and quantity of food. The staff is less so service can be delayed. One can also get tiffin services from here.
4,Food good in test. Service is also quite good. Overall budget friendly restaurant....
4,I had been there with my brother for lunch. There was some repairing going on and it looked like small place but when we went inside there was separate section for family. The service was good and prompt. The food was great.
5,Great bar
1,Always happening
4,Nice interior
5,Good facilities
5,
5,Best place to beat the summer. their icecream taste so fresh and so delicious . I loved the strawberry and tender coconut flavour.their nutty baklava with malai icecrram was so good. their baklava had lot of nuts and was crunchy and tasty. also this summer their mango shake with fresh mango pieces is a good option to try. it was too yummy.
5,"TenderFresh offers a delightful variety of ice creams and sundaes that are rich in flavor and perfectly crafted. The atmosphere is cozy, and the service is quick, making it a great spot for a sweet treat. I loved the sundae I tried – creamy, indulgent, and loaded with toppings. Definitely worth visiting for anyone with a sweet tooth!"
5,"Tender Fresh is an ice cream Parlour that serves some of the best and amazing variety of flavours out here!

They provide you with various type of Fruit ice cream.Also the shakes available with them are awesome.

Great experience!!!!seasonal and non seasonal dry fruits chocolate flavors avilable interior quite eye catchy and great staff..

You just love this place! Highly recommended!"
5,"I recently visited Tender Fresh Ice Cream, they offer an impressive variety of unique and delicious flavors that are really authentic, natural and cater to all tastes. The Mango and Chikoo scoops were refreshingly sweet and creamy, while the bold Chili Guava provided an exciting mix of spice and fruitiness. The Baklava Ice Cream was a rich, indulgent treat with its nutty, honeyed layers. But the standout was definitely the Mangalore Special Gadbad, a flavorful medley of ice cream, fruits, and nuts that’s perfect for sharing. With so many flavors to choose from, Tender Fresh truly delivers a delightful ice cream experience."
5,"if you're looking for the perfect dessert spot,,,Tender fresh in kalina, Santacruz is a hidden gem..We tried their many signature shakes and desserts like

1)Nuttu baklava:- the nutty baklava is as name suggests fully loaded with nuts and topped with fresh vanilla ice cream...must try

2)chilly guava:- I m highly recommended this scoop of ice cream with zero preservatives and made with natural guava..10/10

3)The granola sundae:- presentation wise 10/9...as its perfectly balanced tastes 😋

4)kaju anjeer cone:- The taste is unique,rich and creamy...

5)choco chips cone:- must try it once all chocolate lovers..tastes so chocolatey

6)mango shake:- made with natural mango,tastes amazing as its free of added calories and preservatives..10/10

The taste of their ice creams are quite innovative and interesting...we loved it.and highly recommended to my family and friends"
4,"There are different types of cakes at the monginis cake shop in kalina.There are various types of cakes,and snacks to buy from this shop. Had buyed chocolate cake from here and  had also bought wafers from this shop.The cake was very delicious and the wafers were ok.
#monginis"
2,"Since college I have eaten there and 2 years back the shop owner changed. This new one is extremely rude and has no sense of managing loyal customers.
Today I bought a butterscotch and zebra troat, later was okay but former was so bad - it felt like it was days old, based was hard and it was not smelling good.
I tried giving her a feedback so they can check the pending products but she was very rude and made a comment, ""Veg base aisa hi hota hai"" as if I was eating it for the first time.
More than 2 times I have faced experience and now I'm done with this outlet."
1,"Horrible and extremely rude service by Monginis. Firoz’s son and his wife are extremely unprofessional to any customer. Purchased an item from Monginis Kalina in the afternoon and the item was stale and smelling, the owner refused to give me a refund and asked me to write a review on his book which makes no sense at all. The service and the quality of products have degraded and they sell all stale items in the store. First of all there’s no respect to any customer, secondly he’s not even accepting that his products are not fresh and not even ready to consume his own products when we said that the paneer roll is spoilt and smelling. Even after so many years in Kalina they have a lot of attitude and no sense of talking. Nobody should ever visit here because the entire shop and the staff are useless."
4,"An Excellllllent cake shop with a SUUUuuupeeeerb variety of cakes and munchies. Very reasonable prices. Never got anything stale from them. And whatever l have purchased from the shop, has never been a disappointment.  They do deserve 5⭐s, but l have reduced 1⭐ because of the attitude of the staff. When you work in an outlet like this,  you need to be more friendly and courteous.  Please don't put down the name of such a prestigious brand with your attitude.
************
Another point to bring to your attention.  This is not regarding any particular outlet.  It's an overall review.  The boxes being used nowadays to take the cakes home, are of verrrrrrry weak quality.  By the time the cake gets home,  the box gets bent and part of the beautifully decorated cake, gets stuck to the sides or the top of the box, and it makes a big mess. Looking forward to getting back the strong boxes Monginis used to give earlier.
Now please don't send me this same reply, that you guys generally give to everyone  ... ...
{Customer satisfaction is very important to
us, so we sincerely apologize for your bad experience. We take all feedback seriously
and will use this to improve our service. And we are looking forward to serving you better
in the future.}
90% of the time,  these words just remain in the comments section,  without any action being taken.  Respond back to me, ONLY IF some action is taken,  or else, it's ok, we will manage with messed up cakes reaching home."
1,"Ever since the owner has changed the quality of the product is third grade
Butterscotch pastry is always stale and if we complain about it to the owner he will give stupid reasons I think its time to boycott kalina mongines cheap quality products"
4,"During an official dinner, I had the pleasure of experiencing the dinner buffet at O22 Restaurant, located at Trident Hotel in Bandra Kurla Complex, Mumbai. The hotel is a luxurious 5-star property that offers a wonderful dining experience.

The dinner buffet at O22 featured an impressive spread that catered to all tastes. The selection ranged from fresh salads and hearty soups to flavorful pastas and aromatic biryanis. The variety of global and Indian cuisines was remarkable, ensuring there was something for everyone.

One of the standout features of the buffet was the dessert section. The spread included Indian sweets like pistachio barfis and date pudding, along with Western delights such as panna cotta, crème caramel, ice creams, and brownies. Each dessert was well-crafted and provided a perfect ending to the meal.

The ambiance at O22 was elegant and welcoming, complemented by attentive service. The staff was courteous and ensured that all guests had a comfortable dining experience.

Overall, O22 at Trident BKC is an excellent choice for anyone looking to enjoy an upscale buffet in Mumbai. Whether for a corporate gathering or a personal celebration, the combination of diverse cuisine, elegant setting, and impeccable service makes it a memorable dining experience.

Would highly recommend visiting!"
5,Awesome breakfast and very good options. Fresh orange juice….liked it
5,"Very good spread

I tried their Sunday buffet spread and it was amazing, plenty of options for vegetarians with a global as well as regional cuisines

Most bookings come with complementary breakfast which is also great"
5,Amazing breakfast experience at trident bkc. Visited with my family. On of the best breakfasts we had. It was symphony of good foo and great staff.  Special thanks to our server Nawaz and Vaishnavi. Manager Abrar was constantly checking on us. Also special thanks to Yash for confirming table on short notice
5,"Food : 10/10
Servings: 10/10
Ambiance : 9/10
Service : 10/10

VFM : 8/10
Meal for 2 : Rs 6000 plus taxes

We were in BKC area and wanted to go for Fine Dine after finishing our work. So we decided to go to Trident to try their Buffet. Its a very good fine dine place to eat at. One of the must tries if you are in this area. Its on the right side of the entrance on ground floor.
Staff is very prompt and warm always ready to help.
We being a blogger couple and they treated us and others the same way so I was happy to know that everyone is equally important for them.
The food was perfect. Flawless. Nothing to point your fingers at.
I would def love to visit again for invite for special menus/days.

Dinner 24.09.2018

Palm heart with arugula and tomatoes
Pumpkin with poached pears
Peach with ragi and asparagus : (Must Have)
Pasta salad
Aloo chana chaat : (Must Have)
Watermelon with feta salad: (Must Have)

Hot Food Buffet
Mulligatawny
Cajun spiced grilled vegetables: (Must Have)
Chilli- basil and sweet potato au gratin: (Must Have)
Crepes filled with caramelized onions
Fondant potatoes with olives
Aubergine steak with tomato salsa : (Must Have)
Cannelloni filled with garlic spinach
Stir fried vegetables in chinese wine sauce : (Must Have)
Vegetable chilli garlic noodles : (Must Have)

Sev tamatar ki subji (jain) : (Must Have)
Methi gote nu kadhi (Jain)
Nawabi baingan bharta : (Must Have)
Kumbh mutter masala : (Must Have)
Lasooni dal : (Must Have)
Palak methi saag
Paneer tikka masala : (Must Must Must Have)
Subz tawa pulao

Kebab
Thai corn cake: (Must Have)
Malai paneer tikka: (Must Have)

Desserts
Egg
Mango cheesecake
Crème brulee
Caramel and hazelnut choux buns: (Must Have)
Banoffee
Fresh fruit tart
Truffle cake
Costa hazelnut cake: (Must Have)
Feuillant cake: (Must Have)
Red velvet cake: (Must Have)
Eggless
Nirvana
Raspberry panna cotta
Cherry pastry
Blueberry baked yogurt
Fresh fruit cake: (Must Have)
Milk cake: (Must Have)
Rose barfi: (Must Have)
Mawa dry fruit patra
Rise kheer (Sugarfree)
Angoori gulab jamun: (Must Have)"
4,"I recently had an incredible dining experience at Maya in Trident BKC. The food was absolutely delicious, from the intricately spiced curries to the decadent desserts – every dish was a treat for the senses. The presentation was beautiful, and each bite showcased a depth of flavor that left a lasting impression.

The service was equally impressive. A big thank you to Saqlain, Asif, Sakshi, and Mami, who made our experience memorable with their warm hospitality and attentive service. They went above and beyond to ensure we had a wonderful time. I highly recommend Maya for anyone looking to indulge in an exceptional dining experience!"
4,"The place was relatively empty on a Tuesday night. The manager was extremely courteous and helpful. The Black Daal, the Chole and even the Paneer was excellent. The ambience is ok. The quantities are superb for a 5 star hotel and surely worth visiting."
5,"Visited with my entire family recently, they recommended some very authentic dishes. Their menu has some very authentic dishes from various parts of the country.

The food was delicious, and the service from Saqlain, Sujal, Prathay, Ronak and some other members was very impressive, they intuitively took care of all members - for instance, brought a pillow to make sure my grandpa is more comfortable, assured my father the food is halal.

Overall it was a great experience!"
1,"Extremely expensive food which is overly spicy and all this served by a seemingly inexperienced staff.
Went there as a party of 24 for a very special occasion.
The hotel looks great with a huge chandelier and fresh lilies in the middle of the lobby.
The restaurant looked promising but we were in for a letdown.
Started with tomato shorba which was good and everything went downhill after that.
Had chicken and prawns in appetizers which were okay but the main course was a HUGE disappointment.
The dessert are also very mediocre.
We wanted to talk to the chef who instead of accepting his fault started defending himself.
Will not miss going there."
5,The head chef here needs to open a place in Dubai and London as the food is that good. The Kadi and Kichri are simply the best I have ever had and I would now want to ensure I eat here at every visit to Mumbai. Worth booking and worth a visit. They are willing to offer items Al la carte and off menu as well. The tahlis all looked great but would have been too much as they don’t allow you to share one between us which is strange.
4,Tasty food
2,Ok
5,
4,"Food quality is very good. Lassi must try however the Malai in Lassi is kind of tasting as ghee which some people will not like but we enjoyed it.

Multiple veg and non veg option also they have hard drinks.

Ac non ac proper dhaba feel with khatiya machan.. go with group or couple you will.enjoy it for sure."
4,"I went there for a Family Dinner. We took the table in the open area near parking.

Food was great and the service was quiet fast.

The best thing about this place was that they served food in steel utensils. This is the best thing that I loved about this place.

I did not like the ambience as much, but that is my personal view.

Ample to space for parking and sitting.

Washrooms were clean too."
5,"This dining experience perfectly blended great food and ambiance, making it unforgettable. Whether you’re looking to celebrate a special occasion, enjoy a quiet dinner, or simply indulge in quality cuisine, this place is worth every moment.

The staff was dressed in traditional attire, further enhancing the authentic feel. They were attentive and made great recommendations.

It was a nostalgic and satisfying experience that celebrated the essence of Indian roadside dining.

Highly recommended for those seeking hearty food and a genuine dhaba vibe!"
5,"Recently visited this place on a sunday sunny  afternoon on my way back to mumbai
Was unsure if they have a ac sitting section available
Jus happen 2 ask and oh my god it was very peaceful and calming and the food is soul soothing
Jus happen 2 have a desi meal on a sunday afternoon with rabdi jalebi in deserts along with warm gulab jamun

Ordered the following things
1. Mushroom tikka 5/5
2.lasooni palak 3/5 big chunks of Mushroom deep fried could have been mashed or grated it small
3.sarsoda saag 5/5
And in breads
4.missi roti
5. Butter rumali
6. Laccha paratha
7. Punjabi lassi amazing can be shared by 3 of dem easily (5/5)
8.cheese garlic naan for starters
Deserts
9. Rabdi jalebi 4/5
10. Gulab jamun

Graded service 4/5 as felt it was slow for a sunday afternoon around 3ish
Sitting is amazing chair sitting and sofa kind of dhaba sitting under ac in a summer afternoon is a bliss"
4,"The whole vibe and ambience is pretty good. The staff is attentive and polite. The food is a bit expensive but the taste could have been better. Other than that, a good place to dine-in with your friends and family."
5,"Had a great experience at Subway! Jyoti was amazing—courteous, quick to understand my needs, and super efficient. She made my visit enjoyable with her professionalism and warm service. Keep it up!

Visited again after 4 months - once again, amazing service by Kaushal and Praful. Keep it up!"
3,"I ordered a chicken teriyaki sub and it was okay. I felt the quality of chicken was too less . But with pickles, jalapeños and olives the sub tasted delicious. The option of choosing a multigrain honey oat sub deserves a brownie point."
4,"Fresh, clean and good service. Guys who make the subs are polite and friendly, for noobs it was frustrating what to choose but they help with enthusiasm. Personally If someone is the first time to visit, try their Teriyaki and add tandoori sauce one of the best according to me."
1,"Very irresponsible staff. I had ordered take away of jain but they gave me tofu with onion and garlic.
Inspite of clearing giving them instructions and checking with them more than 50 times they mismatched the order. It takes less than a minute to check while packing but carelessness.

Really disappointed."
4,"It is just behind McDonald's, in the same building. Little difficult to locate as it lies in a corner of the building within which it is located.

Parking can be a hassle. Also, no washrooms or wash basins.

The place is well maintained and is pretty clean. The quality is also maintained and on par with what I've had at other Subway outlets. There are only 3 tables, so less seating within the restaurant.

Compared to other Fast Food Chains, it's quite expensive, but worth it once a while as they have lot of options to customize your sandwich and is comparatively healthy as well.

Overall, a nice place to visit."
4,
5,"A Classic Vegetarian Delight in Matunga

Classic Fast Food, located opposite Don Bosco High School in Matunga East, is a hidden gem for anyone craving fresh and hygienic vegetarian food. With a legacy dating back to 1989, they’ve maintained quality and service consistently.

The ambiance is clean and welcoming—great for casual dining or small gatherings. They also offer a party hall for 25–50 people, making it ideal for birthdays, kitty parties, or seminars. I tried their kulhad chai, and it was rich, aromatic, and served beautifully.

Service is prompt, staff is polite, and they’re available on Swiggy, Zomato, and Justdial for online orders. Free home delivery is a bonus!

Highly recommended if you're in or around Kings Circle. A perfect spot for tasty, affordable vegetarian meals!"
4,Very good for veg people. It's very clean and hygienic. I am a regular customer. The outer space is fantastic. The inside is a little bit hot. South Indian food is very good.
3,"Aaron's Final Rating is 3.5

Visited this restaurant after almost 15 years. It is situated opposite Don Bosco Shrine Matunga.

Went during chai time around 5 PM. So didn't try much. Ideally good for South Indian dishes. It's not on the main road which means a bit away from the hustle bustle of people and vehicles.

Full Ratings:-
Location : 3.5
Ambience : 3.5
Staff : 3.5
Food Quality : 4
Food Quantity : 4
Price: ₹₹₹₹ (Expensive)

Must Trys:-
- Sada Dosa
- Pav Bhaji

Check out the pictures and videos I've clicked and if you like my rating, give a 👍

All in all, a good experience and quite nostalgic. And I do recommend this place."
4,"It's good place to have delicious and tasty food. Only place is not so quiet and bit crowdy. But, taste is good. Price is high comparatively with respect to ambience.

Dishes tried-
Lassi (too good)
masala papad (not good)
Chili paneer dry (good)
Medu vada (good)"
4,"Nice place where they take care of their customers. The pav bhaji was nice, and the staff was good. They always check the table to see if customers need anything, and they are available at that moment. The price is a little bit high, but service and quality matter."
4,"I had a wonderful experience at Rasna Punjab! The food was absolutely delicious, with bold flavors and just the right amount of spice. The Manchow Soup was warm and comforting, with a nice crunch from the fried noodles. The pulao varieties were fresh and aromatic, and the Mixed Tandoori Platter was a real treat—perfectly grilled, juicy, and full of flavor. The dessert was too sweet.😋

The ambience was cozy and welcoming, and the staff was friendly and attentive, making sure we had everything we needed. The portion sizes were generous, and the prices were reasonable. Definitely a great spot for a hearty meal! Highly recommend!"
3,"Thee atmosphere was ohk. The light was dim. AC was not working at all. Inspite of telling, there was no cooling no ventilation. Food was good. Especially, the quantity was too much. But, somewhere I feel, the food could have been tasty. Tandoori chicken was little raw. Veg starter was good. Butter garlic naan was too too thick."
4,"A nice family restaurant exactly opposite Don Bosco high school, with a good ambience and tasty food. They do have a good variety of foods and cuisine to choose from. And the food is really good quality. The place is really nice and cozy. They have nice arrangements for small family gatherings and staff too is very kind and helpful! The only thing that was not great was the caramel custard! But the starters and the main course was amazing!"
5,"Visited Rasna Punjab for a family dinner. It was a very peaceful and neat place with amazing ambience. The staff welcomed us very warmly and suggested us some amazing starters and items from the main course. We tried the chicken wantons, chicken platter, some refreshments, the American Choupsey etc. Everything was well beyond the expectation. And most important to say although this is a bar and restaurant, it's a very decent place to come with family."
2,We recently visited rasna Punjab for dinner. The food was average. For starters we ordered chicken lollipop which was very delicious for main course we ordered butter kulcha( and it was half burnt so it tasted bitter) and chicken pahadi masala ( taste was average). The service was very slow. Starters took almost 1/2 hr followed by main course which again took lot of time. When a person seated on the table besides us asked reason behind the delay the staff was very rude and replied arrogantly. Personally not recommended. Overall experience was unpleasant. Also found it a bit expensive.
1,Horrible and unhygienic place. Received my biryani with a cockroach. Disgusting.
5,"The food, service and the staff were excellent! Will definitely use their services again."
5,"Highly recommended. They have sent lunches and dinners for many months and we are very pleased with the food. Delicious, freshly cooked, hygienic. Well packed and highly reliable delivery. Good variety of dishes and they are willing and able to cater for dietary requirements. Thanks a lot."
4,"The cuisines have taste and goodness of home cooked food. Packaging was decent and neat. Quantity of thali is more than enough for one person. But I had once ordered Khichuri-Labra combo and both the items were very watery and khichuri was quite oily. So, consistency can be improved upon."
1,"It is a take away restaurant...DO NOT GO THERE..The website is very lucrative..It shows many items. I went there and found that it is a very small, dirty, unprofessional kitchen in dirty neighborhood. They did not have even menu. The cooks are not Bengali, so don't expect any quality food. I felt cheated. There is no place to sit. Do not order any food from it."
1,"In my past 3 experiences, the quality of the cake and pastries has got worse. The cake and pasties are not fresh and if complain about the same to the monginis staff they starting blaming me and the behaviour of the staff is worst. I will never visit the shop. monginis you must improve the quality and instruct the staff for good behaviour"
1,"The female working here is so arrogant and lazy that looking at her face no customers will like to visit this spot.

It will be better to keep someone with a welcoming face and an energetic soul to work in the shop.

I went here to buy a cake but returned with sheer disappointment."
5,"This little monginis outlet is excellent with their customer service. Prompt service, easy delivery options, quick payment and refund options. The owner and staff are all very courteous and always willing to go an extra mile to put a smile on your face.  Thanks Rakesh. Look forward to ordering lots of egg black forest pastries 😊"
1,"Pineapple pastry was old and was pathetic in taste.

When tried to call to the shop , the staff was rude and was not listening to what I was saying .Did not expect such behaviour. The owner of the shop is also unmannered .He always talks rudely . When I tried to complain about the pastry , he kept shouting.Pathetic behaviour."
1,"It was worst tastes I never taste before like this..
i said i want in icecream  chocolate... something name was there I don't remember very well  ....
but i buy on 25 January at afternoon...
they said me this is fresh stock ..but later I cut the cake in the evening.....
i taken first bite of cake seriously taste was stale means bread was unfresh..i can say that 2-3 days old cake was there."
1,This place is having too much trouble and don't even know about how to treat people when you ask them about order they keep saying Time lagta hai wait kro this is happening all the time and it's not acceptable very bad experience I ever don't want to visit this place and asking people too dont visit here really bad experience and please suggest your everyone's that they will also avoid this place I was being surprised that they are like this I am very frustrated and this is just not acceptable so I wish I do not visit here again any more
5,"I was in sion for 2 years. This place was a gem for me. I was a regular here. I used to love dal tadka, lollypop dry masala, anda bhurji. I really miss this place. Whenever I visit mumbai, I go to this place."
5,Best place to eat here.. food is realy tasty and amazing
3,Typical South indian lunch home with added indian Chinese menu. Fish thali is good here.
4,"I've tried - full fried rice and full chicken lollypop
To say the rice taste was good but not satisfied with quantity .
Secondly I've tried butter naan and chicken masla . All over chicken masla and butter naan tasted fabulous , delicious ."
5,"Hardeep Punjab - A Treat for Tandoori Lovers!
⭐⭐⭐⭐⭐

Visited Hardeep Punjab recently and was truly impressed by the flavors and the variety! We ordered the Non-Veg Platter, and it was a feast of smoky, juicy, and perfectly marinated delights. The platter included creamy chicken tikka, spicy seekh kebabs, prawns, and fish, each one cooked to perfection. The chutneys and pickled onions served alongside added that extra punch.

The menu offers a wide range of non-veg appetizers – from Chaska Maska Tikka to Thai Tikka – and everything sounded tempting. The place has a nostalgic charm with its classic Punjabi touch, established since 1988, and it's clear why it’s a favorite in the area.

Service was quick, portions were generous, and the taste was genuinely authentic. Whether you're with friends or family, this is a solid place to enjoy rich Punjabi flavors.

Must-try: Non-Veg Platter, Prawns Lasooni Tikka, and Chicken Lollipop
Will definitely be back to explore more from the menu!"
5,"Went to Hardeep Punjab for a family dinner, we had their Chicken Manchow Soup, masala chicken lollipop, Chicken tikka biryani (no matka) and Dal fry & jeera rice.

They also served us with variety of side dishes (peanuts, chakli, fried noodles) for timepass and onion, pickles, etc.

The food portion was good, food was tasty and would definitely go again.

Do try their matka biryani options for an experience.

Post dinner, they served sauf, sweet imli candies and jaggery instead of sugar which was the plus point.

Also, make sure you avoid sitting next to the washroom."
5,"Kudos to the staff at hardeep punjab for their hospitality, warm welcome, ever smiling faces and earnest approach towards providing the best of hospitality and maintenance to the guests. Special mention of Captain Shyam who precisely and meticulously guided us through the menu and made efforts to ensure that each of the recipes reccomended to us provided a curated experience and matched our taste buds. As we were 5 of us , 3 vegetarians and 2 non vegetarians, we ordered a veg tandoori platter and a non veg tandoori platter. Such an array of mesmerising options, the stuffed mushrooms were a clear winner and in the non veg fare the cheese garlic chicken tikkas won a double whammy. Flavour of the season was sarson da saag makke ki roti platter. We were greeted with multiple munchin options like chaklis peanuts salad chutneys and their customised punjabi pickle which we also bought it from their sale shelf during our exit. The makhmali kofta curry , missi roti , latcha paratha were perfectly cooked, unlike other restuarants who offer a rubbery chewy  stretchable maida.
The punjabi pakodi kadi chawal added finishing touches to the culinary experience. A brownie point for the tamarind candies and the mouth refreshners served alongside jaggery for the sweet aromatic blissful event. Service food quality quantity truly a 10 on 10 . Must visit place"
4,"Place is not that lavish, but the food is to die for. If you like punjabi cuisine, this is a 'do not miss to eat here' place"
5,"We ordered butter garlic prawns (fresh, juicy, tiger prawns cooked to perfection) 😋, mutton kheema, butter chicken, chicken chatpata and ravas amritsari. Each and every item was well prepared, could taste butter and both quality and quantity was very good. Mr.Jas at the parcel counter was very kind and supportive. Though we were standing for takeaway, we were treated with courtousy and offered place to sit with water and gud. My family enjoyed the meal. Coming again for sure."
5,"All our guests in my wedding were raving about the food taste, quality and quantity. Highly recommended and One of the best caterer in Mumbai at very reasonable rates."
1,i told u the real thing about this caters.he is using bad water for cooking food. He is using the ice which is not made by hygenic water.and he is using same starter for next party he used for last party if it is reamaning plus food also if it is reamaning like dal and  rice.  losts of thing u r not aware about.so plz consider before booking the arora caters .if u ok with the above issue and u r not concern about youself and ur guest health so u can go head.
5,Its been a goid experience by giving this catering service my order... It was beyond expectation loved it....
5,Amazing food and service
5,Awesome n delicious
1,Staff was not interested in bulk order enquiry. He was so disinterested and acted as if he was doing a favour. Will never walk in any Monginis shop ever and will not recommend anyone.
1,"Very poor quality ....
Only icing was good... inside sponge was very soggy and sticky... worst quality....👎👎👎👎👎"
1,Worst cake shop  I have ever seen in my life ..spoiled my bday... Ordered a hammers cake of rs 1200 ... But the taste was very bad... Earlier I bought a sponge cake from that shop... It's taste was also very bad... I don't know why this shop is running.... It should be closed....you can see the condition of cake below...
3,"Convinient place for buying cakes and party stuff. Customer service can be improved in terms of communication. Cake quality is fine but better than other cake shop in the nearby locality.
The chocolate muffins & devil delight are my favorite out of all cakes. There is an option of doll cake but they don't take order for less than 3kg cake. There ain't any home delivery option available here."
4,Most of the time bought cakes from this shop. Always happy with their eateries. Never disappointed. If you can pay little more than other shop's price then you should try purchasing here.
3,"Also known as :- lunch box

Taste is decent but hygiene and handling of the food is excellent. They provide you various options to eat from jain food to non veg. From desi food to fast food.
Chole kulchya tastes best here i always used to eat that here.
They also offer home delivery and there are various coupons and offers every day. But if you order without any offer it is truly very very costly as compared to quantity.
Although the quality of food is grt and mind blowing.
They offer home delivery via
swiggy
Zomato
uber eats
And also they have their own delivery executives .
The packing and handling of the food during delivery is very good. But they charge you high rates known as packing charges. But the delivery is free."
1,"Order for fasoos combo but never received a combo order was incompletely send cold drinks were missing after informing the restaurant they answered that we will refund your 30 rs for 2 combos this is the biggest joke no apology from the team
No information passed by restaurant that they didn't have cold drink I would have cancelled the order there tone was like 30 rs lene he to lo nhi thi bhad me jao
We send only fries and roll for 300 bucks which I get in 50 rs on the road side
The taste was like some helper chef has made the food so much oil and food was raw such as roomali
I will not surprised when restaurant will send only chips and cold drink and they will call as combo then they will say take 30 rs Or bhad me jao"
4,"So recently ordered a wrap from Fassos packing was good

I have ordered Reshmi chicken kebab wrap:- This wrap was soo good in taste serves 1 only not soo loaded one taste and quality was good quantity can improve some more as per price
Overall good experience"
4,"Known as 'Lunchbox' in Swiggy
Online Order: Smoked butter chicken & chicken Tikka jumbo lunchbox
Delivery: OnTime
Packaging: Excellent 5/5
Quantity: Nothing like jumbo 3/5
Taste : Great in Taste 5/5
Value for money: With discount provided by Swiggy it's worth 5/5."
1,"Ordered from there official app. Never going to order it from any outlet. Found ant in basundi. For proof see the attached pic. Worst part is that, there is no way to complain on app."
4,"I recommend going to there it's nice it's always empty some it is busy but they deliver the food always on time. Some time they just don't have change I have gone there one time at 11:00Am but the store manager tell me the store will open at 11:30 Am but he sayed  we can come in and order till then he will do the preparation to open. The store is still in construction that's why some time it is vary dirty but most of the time it's is clean . I only eat the classic because it is vary cheap ₹51(with tax)
I have never tried the non-veg pizza
But all the time I have eaten the classic pizza it has one vary important thing that I like is that the pizza chess is like fully baked but still a liquid like texture .
The staff are vary nice also . I just hope that they have change the next time I visit because I don't like when I have to wait for them to go to other shop and get change then give it to me. It just wasting time other than this I am vary happy with everything alse you can see the zoom up pic it shows how liquid is the chess .
Not like that pizza that I eat at vages mall in Delhi Dwarka sec 12 they don't even know how to properly cut the pizza the slices were unequal and the waiting time was vary long ."
1,The worst Franchisee center . Atmosphere is hygienic and no cleanness at all. The online order is also get delayed for 2 min. distance's destination.
1,"Worst experience ever 😡😡😡😡😡😡

I recently visited Domino's and was left disappointed with the service. When I arrived, there was no staff at the counter, which already set a bad tone. To make matters worse, I was told that they were out of pizza, which is their main product! However, the staff then informed me that they did have pizzas available, which was confusing and frustrating………Main thing is that they have but they don’t want give us."
3,Nog good food also service not good and atmosphere wo to rahne hi do 💔
4,"Minimum price of 59+GST. Good for sole, two and party going. Staffs are coordinating. Just the place is not well maintained up to the mark and some plumbing issues are there in the washroom."
1,After drunk went to pay the bill they thought I was not in conscious mind and when I gave them my credit card they swiped it 2 times. This is what happens there so be careful..
